"","id","name_prokka","name_eggnog","product_prokka","function_eggnog","kegg_ko"
"2273","ACIGNDMM_02272",NA,"","hypothetical protein","Protein of unknown function (DUF5131)",""
"2274","ACIGNDMM_02273",NA,"","hypothetical protein","Protein of unknown function (DUF5131)",""
"2275","ACIGNDMM_02274",NA,"","hypothetical protein","Transposase",""
"2276","ACIGNDMM_02275",NA,NA,"hypothetical protein",NA,NA
"2277","ACIGNDMM_02276",NA,NA,"hypothetical protein",NA,NA
"2278","ACIGNDMM_02277","gloB_2","rnfB","Hydroxyacylglutathione hydrolase","4Fe-4S single cluster domain of Ferredoxin I","ko:K03616"
"2279","ACIGNDMM_02278",NA,"","putative MFS-type transporter","Major facilitator Superfamily",""
"2280","ACIGNDMM_02279",NA,NA,"hypothetical protein",NA,NA
"2281","ACIGNDMM_02280","glgX_1","glgX","Glycogen operon protein GlgX ","Carbohydrate-binding module 48 (Isoamylase N-terminal domain)","ko:K01214"
"2282","ACIGNDMM_02281","glgX_2","glgX","Glycogen operon protein GlgX ","Carbohydrate-binding module 48 (Isoamylase N-terminal domain)","ko:K01214"
"2283","ACIGNDMM_02282",NA,"","3'3'-cGAMP-specific phosphodiesterase 1","Evidence 3 Function proposed based on presence of conserved amino acid motif, structural feature or limited homology",""
"2284","ACIGNDMM_02283","lipA","lipA","Lipoyl synthase","Catalyzes the radical-mediated insertion of two sulfur atoms into the C-6 and C-8 positions of the octanoyl moiety bound to the lipoyl domains of lipoate-dependent enzymes, thereby converting the octanoylated domains into lipoylated derivatives","ko:K03644"
"2285","ACIGNDMM_02284","gpmA","gpmA","2%2C3-bisphosphoglycerate-dependent phosphoglycerate mutase","Catalyzes the interconversion of 2-phosphoglycerate and 3-phosphoglycerate","ko:K01834"
"2286","ACIGNDMM_02285",NA,NA,"hypothetical protein",NA,NA
"2287","ACIGNDMM_02286",NA,"","hypothetical protein","Pfam:DUF989",""
"2288","ACIGNDMM_02287",NA,NA,"hypothetical protein",NA,NA
"2289","ACIGNDMM_02288","rhlE","rhlE","ATP-dependent RNA helicase RhlE","helicase activity","ko:K11927"
"2290","ACIGNDMM_02289","puuD","","Gamma-glutamyl-gamma-aminobutyrate hydrolase PuuD","Peptidase C26","ko:K07010"
"2291","ACIGNDMM_02290","murI","murI","Glutamate racemase","Provides the (R)-glutamate required for cell wall biosynthesis","ko:K01776"
"2292","ACIGNDMM_02291",NA,"ybbD","Beta-hexosaminidase A","Glycosyl hydrolase family 3 N terminal domain","ko:K01207"
"2293","ACIGNDMM_02292",NA,"rdgB","Non-canonical purine NTP pyrophosphatase","Pyrophosphatase that catalyzes the hydrolysis of nucleoside triphosphates to their monophosphate derivatives, with a high preference for the non-canonical purine nucleotides XTP (xanthosine triphosphate), dITP (deoxyinosine triphosphate) and ITP. Seems to function as a house-cleaning enzyme that removes non-canonical purine nucleotides from the nucleotide pool, thus preventing their incorporation into DNA RNA and avoiding chromosomal lesions","ko:K01776,ko:K02428"
"2294","ACIGNDMM_02293","rph","rph","Ribonuclease PH","Phosphorolytic exoribonuclease that removes nucleotide residues following the -CCA terminus of tRNA and adds nucleotides to the ends of RNA molecules by using nucleoside diphosphates as substrates","ko:K00989,ko:K02428"
"2295","ACIGNDMM_02294",NA,"nrnB","hypothetical protein","hydrolase activity, acting on ester bonds","ko:K07097"
"2296","ACIGNDMM_02295","yheS","MA20_28645","putative ABC transporter ATP-binding protein YheS","ABC transporter","ko:K06022,ko:K06158,ko:K10834"
"2297","ACIGNDMM_02296","hspA_2","ibpA","Spore protein SP21","Belongs to the small heat shock protein (HSP20) family","ko:K13993"
"2298","ACIGNDMM_02297","rluB","rluB","Ribosomal large subunit pseudouridine synthase B","Belongs to the pseudouridine synthase RsuA family","ko:K06178,ko:K06181,ko:K06182,ko:K06183"
"2299","ACIGNDMM_02298",NA,"mltC","hypothetical protein","lytic transglycosylase activity","ko:K08306,ko:K08308,ko:K08309"
"2300","ACIGNDMM_02299",NA,NA,"hypothetical protein",NA,NA
"2301","ACIGNDMM_02300",NA,"","hypothetical protein","Metal dependent phosphohydrolases with conserved 'HD' motif.","ko:K06885"
"2302","ACIGNDMM_02301","rnhA","rnhA","14.7 kDa ribonuclease H-like protein","RNase H","ko:K03469,ko:K06864,ko:K22316"
"2303","ACIGNDMM_02302",NA,"ptsN","hypothetical protein","C4-type zinc ribbon domain","ko:K07164"
"2304","ACIGNDMM_02303",NA,NA,"tRNA-Met(cat)",NA,NA
"2305","ACIGNDMM_02304","rpoD_1","rpoD","RNA polymerase sigma factor RpoD","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","ko:K03086"
"2306","ACIGNDMM_02305","rpoD_2","rpoD","RNA polymerase sigma factor RpoD","Sigma factors are initiation factors that promote the attachment of RNA polymerase to specific initiation sites and are then released","ko:K03086"
"2307","ACIGNDMM_02306","dnaG","dnaG","DNA primase","RNA polymerase that catalyzes the synthesis of short RNA molecules used as primers for DNA polymerase during DNA replication","ko:K02316"
"2308","ACIGNDMM_02307",NA,"yqeY","hypothetical protein","Yqey-like protein","ko:K09117"
"2309","ACIGNDMM_02308","rpsU","rpsU","30S ribosomal protein S21","Ribosomal protein S21","ko:K02970"
"2310","ACIGNDMM_02309","hup_1","hupB","DNA-binding protein HU","Histone-like DNA-binding protein which is capable of wrapping DNA to stabilize it, and thus to prevent its denaturation under extreme environmental conditions","ko:K03530"
"2311","ACIGNDMM_02310",NA,"pkcI","putative HIT-like protein","HIT domain","ko:K02503"
"2312","ACIGNDMM_02311","hisI","hisI","Phosphoribosyl-AMP cyclohydrolase","Phosphoribosyl-AMP cyclohydrolase","ko:K01496,ko:K01497,ko:K01814,ko:K11755"
"2313","ACIGNDMM_02312","hisF","hisF","Imidazole glycerol phosphate synthase subunit HisF","IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisF subunit catalyzes the cyclization activity that produces IGP and AICAR from PRFAR using the ammonia provided by the HisH subunit","ko:K02500"
"2314","ACIGNDMM_02313","priA_1","hisA","Phosphoribosyl isomerase A","Histidine biosynthesis protein","ko:K01814,ko:K01817,ko:K11755"
"2315","ACIGNDMM_02314","hisH","hisH","Imidazole glycerol phosphate synthase subunit HisH","IGPS catalyzes the conversion of PRFAR and glutamine to IGP, AICAR and glutamate. The HisH subunit provides the glutamine amidotransferase activity that produces the ammonia necessary to HisF for the synthesis of IGP and AICAR","ko:K01663,ko:K02501"
"2316","ACIGNDMM_02315","hisB","hisB","Imidazoleglycerol-phosphate dehydratase","Imidazoleglycerol-phosphate dehydratase","ko:K00013,ko:K00817,ko:K01089,ko:K01693"
"2317","ACIGNDMM_02316","hisC2","hisC","Histidinol-phosphate aminotransferase 2","Aminotransferase class I and II","ko:K00817"
"2318","ACIGNDMM_02317","hisD","hisD","Histidinol dehydrogenase","Catalyzes the sequential NAD-dependent oxidations of L- histidinol to L-histidinaldehyde and then to L-histidine","ko:K00013,ko:K15509"
"2319","ACIGNDMM_02318","hisG","hisG","ATP phosphoribosyltransferase","Catalyzes the condensation of ATP and 5-phosphoribose 1- diphosphate to form N'-(5'-phosphoribosyl)-ATP (PR-ATP). Has a crucial role in the pathway because the rate of histidine biosynthesis seems to be controlled primarily by regulation of HisG enzymatic activity","ko:K00765,ko:K02502"
"2320","ACIGNDMM_02319","murA","murA","UDP-N-acetylglucosamine 1-carboxyvinyltransferase","Cell wall formation. Adds enolpyruvyl to UDP-N- acetylglucosamine","ko:K00790"
"2321","ACIGNDMM_02320","prmC","prmC","Release factor glutamine methyltransferase","Methylates the class 1 translation termination release factors RF1 PrfA and RF2 PrfB on the glutamine residue of the universally conserved GGQ motif","ko:K00543,ko:K02493,ko:K15256"
"2322","ACIGNDMM_02321","prfA","prfA","Peptide chain release factor 1","Peptide chain release factor 1 directs the termination of translation in response to the peptide chain termination codons UAG and UAA","ko:K02835"
"2323","ACIGNDMM_02322","rpmE","rpmE","50S ribosomal protein L31","Binds the 23S rRNA","ko:K02909"
"2324","ACIGNDMM_02323","rho","rho","Transcription termination factor Rho","Facilitates transcription termination by a mechanism that involves Rho binding to the nascent RNA, activation of Rho's RNA-dependent ATPase activity, and release of the mRNA from the DNA template","ko:K02887,ko:K03628"
"2325","ACIGNDMM_02324",NA,"","hypothetical protein","Cytochrome C oxidase, cbb3-type, subunit III",""
"2326","ACIGNDMM_02325","hdaH","hda","Histone deacetylase-like amidohydrolase","Histone deacetylase domain",""
"2327","ACIGNDMM_02326",NA,NA,"hypothetical protein",NA,NA
"2328","ACIGNDMM_02327",NA,"","hypothetical protein","",""
"2329","ACIGNDMM_02328","fbp","fbp","Fructose-1%2C6-bisphosphatase class 1","Fructose-1-6-bisphosphatase, N-terminal domain","ko:K01086,ko:K03841"
"2330","ACIGNDMM_02329",NA,NA,"hypothetical protein",NA,NA
"2331","ACIGNDMM_02330","safD","","Sulfoacetaldehyde dehydrogenase","Aldehyde dehydrogenase family","ko:K00128,ko:K00131"
"2332","ACIGNDMM_02331",NA,NA,"hypothetical protein",NA,NA
"2333","ACIGNDMM_02332","thyX","thyX","Flavin-dependent thymidylate synthase","thymidylate synthase (FAD) activity","ko:K03465"
"2334","ACIGNDMM_02333","phoU","phoU","Phosphate-specific transport system accessory protein PhoU ","Plays a role in the regulation of phosphate uptake","ko:K02039"
"2335","ACIGNDMM_02334","pstB3","pstB","Phosphate import ATP-binding protein PstB 3","Part of the ABC transporter complex PstSACB involved in phosphate import. Responsible for energy coupling to the transport system","ko:K02036"
"2336","ACIGNDMM_02335","pstA","pstA","Phosphate transport system permease protein PstA","Binding-protein-dependent transport system inner membrane component","ko:K02038"
"2337","ACIGNDMM_02336","pstC","pstC","Phosphate transport system permease protein PstC","probably responsible for the translocation of the substrate across the membrane","ko:K02037,ko:K02038"
"2338","ACIGNDMM_02337",NA,NA,"hypothetical protein",NA,NA
"2339","ACIGNDMM_02338","pstS1_1","pstS1","Phosphate-binding protein PstS1","PBP superfamily domain","ko:K02040"
"2340","ACIGNDMM_02339",NA,NA,"hypothetical protein",NA,NA
"2341","ACIGNDMM_02340","phoP_3","","Alkaline phosphatase synthesis transcriptional regulatory protein PhoP","Transcriptional regulatory protein, C terminal",""
"2342","ACIGNDMM_02341",NA,"","hypothetical protein","",""
"2343","ACIGNDMM_02342",NA,"","hypothetical protein","Thiamine-binding protein",""
"2344","ACIGNDMM_02343","purA","purA","Adenylosuccinate synthetase","Plays an important role in the de novo pathway of purine nucleotide biosynthesis. Catalyzes the first committed step in the biosynthesis of AMP from IMP","ko:K01939"
"2345","ACIGNDMM_02344",NA,"yktB","hypothetical protein","Protein of unknown function (DUF1054)",""
"2346","ACIGNDMM_02345",NA,"","hypothetical protein","coenzyme F420-1:gamma-L-glutamate ligase activity",""
"2347","ACIGNDMM_02346","ubiB","","putative protein kinase UbiB","ABC1 family","ko:K03688"
"2348","ACIGNDMM_02347",NA,"radC","hypothetical protein","RadC-like JAB domain","ko:K03630"
"2349","ACIGNDMM_02348",NA,"lpxE","hypothetical protein","phosphatidate phosphatase activity","ko:K01096,ko:K01491,ko:K12977,ko:K19302"
"2350","ACIGNDMM_02349",NA,"","hypothetical protein","metal cluster binding",""
"2351","ACIGNDMM_02350","bamB_2","","Outer membrane protein assembly factor BamB","amino acid activation for nonribosomal peptide biosynthetic process","ko:K05889,ko:K17713"
"2352","ACIGNDMM_02351",NA,NA,"hypothetical protein",NA,NA
"2353","ACIGNDMM_02352","mrcB","mrcB","Penicillin-binding protein 1B","Transglycosylase","ko:K05365,ko:K05366"
"2354","ACIGNDMM_02353",NA,NA,"tRNA-Gln(ctg)",NA,NA
"2355","ACIGNDMM_02354","bcsZ","bcsZ","Endoglucanase","PFAM glycoside hydrolase family 8","ko:K01179,ko:K20542"
"2356","ACIGNDMM_02355","acsAB","bcsB","Cellulose synthase 1","cellulose synthase","ko:K20541"
"2357","ACIGNDMM_02356","bcsA_2","bcsA","Cellulose synthase catalytic subunit [UDP-forming]","cellulose synthase","ko:K00694"
"2358","ACIGNDMM_02357",NA,"","hypothetical protein","Transposase domain (DUF772)",""
"2359","ACIGNDMM_02358","bcsA_3","bcsA","Cellulose synthase catalytic subunit [UDP-forming]","Cellulose synthase","ko:K00694"
"2360","ACIGNDMM_02359","bepA_10","","Beta-barrel assembly-enhancing protease","Cellulose synthase operon protein C C-terminus (BCSC_C)",""
"2361","ACIGNDMM_02360",NA,"","hypothetical protein","Cellulose synthase","ko:K02498,ko:K20543"
"2362","ACIGNDMM_02361",NA,"","hypothetical protein","Major facilitator Superfamily",""
"2363","ACIGNDMM_02362",NA,"","hypothetical protein","Evidence 2b Function of strongly homologous gene","ko:K04752"
"2364","ACIGNDMM_02363",NA,"","hypothetical protein","Uncharacterized protein conserved in bacteria (DUF2309)","ko:K09822"
"2365","ACIGNDMM_02364",NA,"nuoM","hypothetical protein","NDH-1 shuttles electrons from NAD(P)H, via FMN and iron- sulfur (Fe-S) centers, to quinones in the respiratory chain. The immediate electron acceptor for the enzyme in this species is believed to be plastoquinone. Couples the redox reaction to proton translocation (for every two electrons transferred, four hydrogen ions are translocated across the cytoplasmic membrane), and thus conserves the redox energy in a proton gradient","ko:K00342"
"2366","ACIGNDMM_02365","nuoL_5","nuoL2","NADH-quinone oxidoreductase subunit L","chain 5 L","ko:K00341"
"2367","ACIGNDMM_02366","nifA","norR","Nif-specific regulatory protein","GAF domain","ko:K02584,ko:K11914,ko:K12146,ko:K12266,ko:K15836"
"2368","ACIGNDMM_02367","fliM","fliM","Flagellar motor switch protein FliM","Flagellar motor switch protein FliM","ko:K02416"
"2369","ACIGNDMM_02368","macA_3","macA_1","Macrolide export protein MacA","Belongs to the membrane fusion protein (MFP) (TC 8.A.1) family","ko:K02005,ko:K13888"
"2370","ACIGNDMM_02369","macB","salY","Macrolide export ATP-binding/permease protein MacB","MacB-like periplasmic core domain","ko:K02004,ko:K05685"
"2371","ACIGNDMM_02370","yknY","","putative ABC transporter ATP-binding protein YknY","Evidence 2b Function of strongly homologous gene","ko:K02003"
"2372","ACIGNDMM_02371","ppa","ppa","Inorganic pyrophosphatase","Inorganic pyrophosphatase","ko:K01507"
"2373","ACIGNDMM_02372",NA,NA,"hypothetical protein",NA,NA
"2374","ACIGNDMM_02373",NA,NA,"hypothetical protein",NA,NA
"2375","ACIGNDMM_02374",NA,"","hypothetical protein","TonB-dependent receptor","ko:K02014"
"2376","ACIGNDMM_02375",NA,NA,"hypothetical protein",NA,NA
"2377","ACIGNDMM_02376","rfaQ_3","","Lipopolysaccharide core heptosyltransferase RfaQ","Glycosyltransferase family 9 (heptosyltransferase)",""
"2378","ACIGNDMM_02377",NA,"cgeB","hypothetical protein","DUF based on E. rectale Gene description (DUF3880)","ko:K06320"
"2379","ACIGNDMM_02378",NA,"","hypothetical protein","ADP-heptose-lipopolysaccharide heptosyltransferase activity","ko:K02517,ko:K02843"
"2380","ACIGNDMM_02379","tam_2","","Trans-aconitate 2-methyltransferase","trans-aconitate 2-methyltransferase activity","ko:K02169"
"2381","ACIGNDMM_02380","ykvP","","Spore protein YkvP","Glycosyl transferases group 1",""
"2382","ACIGNDMM_02381",NA,NA,"hypothetical protein",NA,NA
"2383","ACIGNDMM_02382","fliS","fliS","Flagellar protein FliS","flagellar protein fliS","ko:K02422"
"2384","ACIGNDMM_02383","fliD","fliD","B-type flagellar hook-associated protein 2","Required for morphogenesis and for the elongation of the flagellar filament by facilitating polymerization of the flagellin monomers at the tip of growing filament. Forms a capping structure, which prevents flagellin subunits (transported through the central channel of the flagellum) from leaking out without polymerization at the distal end","ko:K02407"
"2385","ACIGNDMM_02384","hag_1","fliC","Flagellin","Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella","ko:K02406"
"2386","ACIGNDMM_02385","fliW","fliW","Flagellar assembly factor FliW","Binds to the C-terminal region of flagellin, which is implicated in polymerization, and participates in the assembly of the flagellum","ko:K13626"
"2387","ACIGNDMM_02386","csrA","csrA","Carbon storage regulator ","Could accelerate the degradation of some genes transcripts potentially through selective RNA binding","ko:K03563"
"2388","ACIGNDMM_02387","flgL","flgL","Flagellar hook-associated protein 3","Bacterial flagellin N-terminal helical region","ko:K02397"
"2389","ACIGNDMM_02388","flgK","flgK","Flagellar hook-associated protein 1","Flagellar basal body rod FlgEFG protein C-terminal","ko:K02396"
"2390","ACIGNDMM_02389",NA,NA,"hypothetical protein",NA,NA
"2391","ACIGNDMM_02390",NA,"flgM","hypothetical protein","bacterial-type flagellum organization","ko:K02398"
"2392","ACIGNDMM_02391","hag_2","fliC","Flagellin","Flagellin is the subunit protein which polymerizes to form the filaments of bacterial flagella","ko:K02406"
"2393","ACIGNDMM_02392",NA,"flgJ","hypothetical protein","Flagellar rod assembly protein muramidase FlgJ","ko:K02395,ko:K08309"
"2394","ACIGNDMM_02393","flgI","flgI","Flagellar P-ring protein","Assembles around the rod to form the L-ring and probably protects the motor basal body from shearing forces during rotation","ko:K02394"
"2395","ACIGNDMM_02394","flgH",NA,"Flagellar L-ring protein",NA,NA
"2396","ACIGNDMM_02395",NA,"flgA","hypothetical protein","bacterial-type flagellum organization","ko:K02279,ko:K02386"
"2397","ACIGNDMM_02396","flgG_1","flgG","Flagellar basal-body rod protein FlgG","Flagellar basal body rod FlgEFG protein C-terminal","ko:K02392"
"2398","ACIGNDMM_02397",NA,"flgF","hypothetical protein","Flagellar basal body rod FlgEFG protein C-terminal","ko:K02391,ko:K02392"
"2399","ACIGNDMM_02398","flgG_2","flgF","Flagellar basal-body rod protein FlgG","Flagellar basal body rod FlgEFG protein C-terminal","ko:K02391,ko:K02392"
"2400","ACIGNDMM_02399",NA,"","Ureidoglycolate lyase","Fumarylacetoacetate (FAA) hydrolase family",""
"2401","ACIGNDMM_02400","dapB","dapB","4-hydroxy-tetrahydrodipicolinate reductase","Catalyzes the conversion of 4-hydroxy- tetrahydrodipicolinate (HTPA) to tetrahydrodipicolinate","ko:K00215,ko:K03546"
"2402","ACIGNDMM_02401","dapA","dapA","4-hydroxy-tetrahydrodipicolinate synthase","Catalyzes the condensation of (S)-aspartate-beta- semialdehyde (S)-ASA and pyruvate to 4-hydroxy- tetrahydrodipicolinate (HTPA)","ko:K01714"
"2403","ACIGNDMM_02402",NA,NA,"hypothetical protein",NA,NA
"2404","ACIGNDMM_02403","lysA","lysA","Diaminopimelate decarboxylase","Specifically catalyzes the decarboxylation of meso- diaminopimelate (meso-DAP) to L-lysine","ko:K01586,ko:K05366"
"2405","ACIGNDMM_02404","argH","argH","Argininosuccinate lyase","Argininosuccinate lyase C-terminal","ko:K01755"
"2406","ACIGNDMM_02405","argG","argG","Argininosuccinate synthase","Belongs to the argininosuccinate synthase family. Type 1 subfamily","ko:K01940"
"2407","ACIGNDMM_02406","argF","argF","Ornithine carbamoyltransferase","Reversibly catalyzes the transfer of the carbamoyl group from carbamoyl phosphate (CP) to the N(epsilon) atom of ornithine (ORN) to produce L-citrulline","ko:K00611"
"2408","ACIGNDMM_02407","argD","argD","Acetylornithine aminotransferase","Aminotransferase class-III","ko:K00821"
"2409","ACIGNDMM_02408","kch_2","kch","Voltage-gated potassium channel Kch","TrkA-N domain","ko:K05844,ko:K10716"
"2410","ACIGNDMM_02409","yajR","yajR","Inner membrane transport protein YajR","Sugar (and other) transporter",""
"2411","ACIGNDMM_02410",NA,NA,"hypothetical protein",NA,NA
"2412","ACIGNDMM_02411",NA,NA,"hypothetical protein",NA,NA
"2413","ACIGNDMM_02412","ubiA","ubiA","4-hydroxybenzoate octaprenyltransferase","UbiA prenyltransferase family","ko:K03179"
"2414","ACIGNDMM_02413",NA,NA,"hypothetical protein",NA,NA
"2415","ACIGNDMM_02414","fom3_2","","2-hydroxyethylphosphonate methyltransferase","Elongator protein 3, MiaB family, Radical SAM",""
"2416","ACIGNDMM_02415",NA,NA,"hypothetical protein",NA,NA
"2417","ACIGNDMM_02416","ubiE_2","ubiE","Ubiquinone/menaquinone biosynthesis C-methyltransferase UbiE","Methyltransferase required for the conversion of demethylmenaquinol (DMKH2) to menaquinol (MKH2)","ko:K03183"
"2418","ACIGNDMM_02417",NA,NA,"hypothetical protein",NA,NA
"2419","ACIGNDMM_02418","gppA_2","ppx","Guanosine-5'-triphosphate%2C3'-diphosphate pyrophosphatase","Ppx GppA phosphatase","ko:K01524"
"2420","ACIGNDMM_02419","tmk_3","tmk","Thymidylate kinase","dTDP biosynthetic process","ko:K00560,ko:K00943,ko:K01585"
"2421","ACIGNDMM_02420","tmk_4","tmk","Thymidylate kinase","dTDP biosynthetic process","ko:K00943,ko:K01585"
"2422","ACIGNDMM_02421",NA,NA,"Exochitinase 1",NA,NA
"2423","ACIGNDMM_02422","rpiB","rpiB","Ribose-5-phosphate isomerase B","Ribose/Galactose Isomerase","ko:K00568,ko:K01808"
"2424","ACIGNDMM_02423","glyA","glyA","Serine hydroxymethyltransferase","Catalyzes the reversible interconversion of serine and glycine with tetrahydrofolate (THF) serving as the one-carbon carrier. This reaction serves as the major source of one-carbon groups required for the biosynthesis of purines, thymidylate, methionine, and other important biomolecules. Also exhibits THF- independent aldolase activity toward beta-hydroxyamino acids, producing glycine and aldehydes, via a retro-aldol mechanism","ko:K00600"
"2425","ACIGNDMM_02424","nrdR","nrdR","Transcriptional repressor NrdR","Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes","ko:K07738"
"2426","ACIGNDMM_02425","priA_2","priA","Primosomal protein N'","Involved in the restart of stalled replication forks. Recognizes and binds the arrested nascent DNA chain at stalled replication forks. It can open the DNA duplex, via its helicase activity, and promote assembly of the primosome and loading of the major replicative helicase DnaB onto DNA","ko:K04066"
"2427","ACIGNDMM_02426",NA,"ywmF","hypothetical protein","Belongs to the peptidase M50B family",""
"2428","ACIGNDMM_02427",NA,"","hypothetical protein","oxidoreductase","ko:K10960"
"2429","ACIGNDMM_02428","dsbD","ccdA","Thiol:disulfide interchange protein DsbD","Cytochrome C biogenesis protein transmembrane region","ko:K06196"
"2430","ACIGNDMM_02429","resA_2","resA","Thiol-disulfide oxidoreductase ResA","cell redox homeostasis","ko:K00384"
"2431","ACIGNDMM_02430","resA_3","resA","Thiol-disulfide oxidoreductase ResA","Thioredoxin-like",""
"2432","ACIGNDMM_02431","ccsA_2","ccsA","Cytochrome c biogenesis protein CcsA","Cytochrome C assembly protein",""
"2433","ACIGNDMM_02432","ccsB","ccs1","Cytochrome c biogenesis protein CcsB","ResB-like family","ko:K07399"
"2434","ACIGNDMM_02433",NA,"","hypothetical protein","MlaD protein","ko:K02067"
"2435","ACIGNDMM_02434","mkl","mlaF","putative ribonucleotide transport ATP-binding protein mkl","ABC transporter","ko:K02065,ko:K02067"
"2436","ACIGNDMM_02435","mlaE_3","mlaE","putative phospholipid ABC transporter permease protein MlaE","Permease MlaE","ko:K02066"
"2437","ACIGNDMM_02436","alr1","alr","Alanine racemase 1","Catalyzes the interconversion of L-alanine and D- alanine. May also act on other amino acids","ko:K01775,ko:K01929"
"2438","ACIGNDMM_02437","frr","frr","Ribosome-recycling factor","Responsible for the release of ribosomes from messenger RNA at the termination of protein biosynthesis. May increase the efficiency of translation by recycling ribosomes from one round of translation to another","ko:K02838"
"2439","ACIGNDMM_02438","pyrH","pyrH","Uridylate kinase","Catalyzes the reversible phosphorylation of UMP to UDP","ko:K09903"
"2440","ACIGNDMM_02439","tsf","tsf","Elongation factor Ts","Associates with the EF-Tu.GDP complex and induces the exchange of GDP to GTP. It remains bound to the aminoacyl-tRNA.EF- Tu.GTP complex up to the GTP hydrolysis stage on the ribosome","ko:K02357"
"2441","ACIGNDMM_02440","rpsB","rpsB","30S ribosomal protein S2","Belongs to the universal ribosomal protein uS2 family","ko:K02967"
"2442","ACIGNDMM_02441","argJ","argJ","Arginine biosynthesis bifunctional protein ArgJ","Catalyzes two activities which are involved in the cyclic version of arginine biosynthesis the synthesis of N- acetylglutamate from glutamate and acetyl-CoA as the acetyl donor, and of ornithine by transacetylation between N(2)-acetylornithine and glutamate","ko:K00620,ko:K00930"
"2443","ACIGNDMM_02442","argC","argC","N-acetyl-gamma-glutamyl-phosphate reductase","Catalyzes the NADPH-dependent reduction of N-acetyl-5- glutamyl phosphate to yield N-acetyl-L-glutamate 5-semialdehyde","ko:K00145"
"2444","ACIGNDMM_02443","rpsI","rpsI","30S ribosomal protein S9","Belongs to the universal ribosomal protein uS9 family","ko:K02996"
"2445","ACIGNDMM_02444","rplM","rplM","50S ribosomal protein L13","This protein is one of the early assembly proteins of the 50S ribosomal subunit, although it is not seen to bind rRNA by itself. It is important during the early stages of 50S assembly","ko:K02871"
"2446","ACIGNDMM_02445","hpnP_3","","Hopanoid C-2 methylase","B12 binding domain",""
"2447","ACIGNDMM_02446","fdx_2","fdxB","Ferredoxin","4Fe-4S dicluster domain","ko:K03522,ko:K05337"
"2448","ACIGNDMM_02447",NA,NA,"hypothetical protein",NA,NA
"2449","ACIGNDMM_02448","folB","folB","Dihydroneopterin aldolase","Catalyzes the conversion of 7,8-dihydroneopterin to 6- hydroxymethyl-7,8-dihydropterin","ko:K00796,ko:K01633,ko:K13940"
"2450","ACIGNDMM_02449",NA,"","hypothetical protein","",""
"2451","ACIGNDMM_02450","rng","rng","Ribonuclease G","Ribonuclease E/G family","ko:K08301"
"2452","ACIGNDMM_02451","mrdB","mrdB","Peptidoglycan glycosyltransferase MrdB","Peptidoglycan polymerase that is essential for cell wall elongation","ko:K05837"
"2453","ACIGNDMM_02452","mrdA","mrdA","Peptidoglycan D%2CD-transpeptidase MrdA","Penicillin-binding Protein dimerisation domain","ko:K05515"
"2454","ACIGNDMM_02453",NA,NA,"hypothetical protein",NA,NA
"2455","ACIGNDMM_02454","mreC","mreC","Cell shape-determining protein MreC","shape-determining protein MreC","ko:K03570"
"2456","ACIGNDMM_02455","mreB","mreB","Rod shape-determining protein MreB","Actin","ko:K03569"
"2457","ACIGNDMM_02456",NA,"","hypothetical protein","RDD family",""
"2458","ACIGNDMM_02457","rpe","rpe","Ribulose-phosphate 3-epimerase","Ribulose-phosphate 3 epimerase family","ko:K01783"
"2459","ACIGNDMM_02458","htpX","htpX","Protease HtpX ","Peptidase family M48","ko:K03799"
"2460","ACIGNDMM_02459","fmt","fmt","Methionyl-tRNA formyltransferase","Attaches a formyl group to the free amino group of methionyl-tRNA(fMet). The formyl group appears to play a dual role in the initiator identity of N-formylmethionyl-tRNA by promoting its recognition by IF2 and preventing the misappropriation of this tRNA by the elongation apparatus","ko:K00604,ko:K03500"
"2461","ACIGNDMM_02460","def_1","def","Peptide deformylase","Removes the formyl group from the N-terminal Met of newly synthesized proteins. Requires at least a dipeptide for an efficient rate of reaction. N-terminal L-methionine is a prerequisite for activity but the enzyme has broad specificity at other positions","ko:K01462"
"2462","ACIGNDMM_02461",NA,NA,"hypothetical protein",NA,NA
"2463","ACIGNDMM_02462","estB_2","estB","Carboxylesterase 2","Alpha/beta hydrolase family","ko:K06999"
"2464","ACIGNDMM_02463",NA,"yyaL","hypothetical protein","Protein of unknown function, DUF255","ko:K06888"
"2465","ACIGNDMM_02464","vgb",NA,"Virginiamycin B lyase",NA,NA
"2466","ACIGNDMM_02465",NA,NA,"hypothetical protein",NA,NA
"2467","ACIGNDMM_02466","trxB","trxB","Thioredoxin reductase","Pyridine nucleotide-disulphide oxidoreductase","ko:K00384"
"2468","ACIGNDMM_02467","tolC_5","","Outer membrane protein TolC","Outer membrane efflux protein","ko:K12340"
"2469","ACIGNDMM_02468","czcB_2","","Cobalt-zinc-cadmium resistance protein CzcB","HlyD family secretion protein","ko:K03585"
"2470","ACIGNDMM_02469","zraR_9","","Transcriptional regulatory protein ZraR","PFAM sigma-54 factor interaction domain-containing protein","ko:K07712"
